Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,lag_1,lag_4,lag_12,rolling_mean_4
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,1316899.31,1444732.28,1494479.49,1370012.7425
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,1606629.58,1391013.96,1483784.18,1410487.0675
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,1649614.93,1327405.42,1955624.11,1475137.31
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,1686842.78,1316899.31,1548033.78,1564996.65
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,1456800.28,1606629.58,1682614.26,1599971.8924999998
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,1636263.41,1649614.93,1891034.93,1607380.35
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,1553191.63,1686842.78,2387950.2,1583274.525
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,1576818.06,1456800.28,1367320.01,1555768.3450000002
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,1541102.38,1636263.41,1444732.28,1576843.87
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,1495064.75,1553191.63,1391013.96,1541544.205
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,1614259.35,1576818.06,1327405.42,1556811.135
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,1559889.0,1541102.38,1316899.31,1552578.87
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,1564819.81,1495064.75,1606629.58,1558508.2275
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,1455090.69,1614259.35,1649614.93,1548514.7125
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,1629391.28,1559889.0,1686842.78,1552297.695
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,1604775.58,1564819.81,1456800.28,1563519.34
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,1428218.27,1455090.69,1636263.41,1529368.955
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,1466046.67,1629391.28,1553191.63,1532107.95
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,1635078.41,1604775.58,1576818.06,1533529.7325
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,1588948.32,1428218.27,1541102.38,1529572.9175
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,1532114.86,1466046.67,1495064.75,1555547.065
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,1438830.15,1635078.41,1614259.35,1548742.935
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,1488538.09,1588948.32,1559889.0,1512107.855
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,1534849.64,1532114.86,1564819.81,1498583.185
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,1455119.97,1438830.15,1455090.69,1479334.4625000001
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,1396926.82,1488538.09,1629391.28,1468858.63
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,1352219.79,1534849.64,1604775.58,1434779.0550000002
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,1624383.75,1455119.97,1428218.27,1457162.5825
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,1525147.09,1396926.82,1466046.67,1474669.3625
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,1530761.43,1352219.79,1635078.41,1508128.0150000001
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,1464693.46,1624383.75,1588948.32,1536246.4324999999
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,1550229.22,1525147.09,1532114.86,1517707.8
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,1540471.24,1530761.43,1438830.15,1521538.8375
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,1514259.78,1464693.46,1488538.09,1517413.425
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,1380020.27,1550229.22,1534849.64,1496245.1275
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,1394561.83,1540471.24,1455119.97,1457328.28
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,1630989.95,1514259.78,1396926.82,1479957.9575
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,1493525.93,1380020.27,1352219.79,1474774.4949999999
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,1502562.78,1394561.83,1624383.75,1505410.1225
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,1445249.09,1630989.95,1525147.09,1518081.9375
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,1697229.58,1493525.93,1530761.43,1534641.845
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,1594938.89,1502562.78,1464693.46,1559995.085
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,1539483.7,1445249.09,1550229.22,1569225.315
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2033320.66,1697229.58,1540471.24,1716243.2075
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,1584083.95,1594938.89,1514259.78,1687956.8
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,1799682.38,1539483.7,1380020.27,1739142.6725
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,1881176.67,2033320.66,1394561.83,1824565.915
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2270188.99,1584083.95,1630989.95,1883782.9975
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1497462.72,1799682.38,1493525.93,1862127.69
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1550369.92,1881176.67,1502562.78,1799799.575
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1459601.17,2270188.99,1445249.09,1694405.7
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1394393.84,1497462.72,1697229.58,1475456.9125
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,1319325.59,1550369.92,1594938.89,1430922.6300000001
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,1636339.65,1459601.17,1539483.7,1452415.0625
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,1802477.43,1394393.84,2033320.66,1538134.1275
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,1819870.0,1319325.59,1584083.95,1644503.1675
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,1539387.83,1636339.65,1799682.38,1699518.7275
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,1688420.76,1802477.43,1881176.67,1712539.0050000001
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,1675431.16,1819870.0,2270188.99,1680777.4375
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,1677472.78,1539387.83,1497462.72,1645178.1324999998
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,1511068.07,1688420.76,1550369.92,1638098.1925
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,1649604.63,1675431.16,1459601.17,1628394.16
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,1899676.88,1677472.78,1394393.84,1684455.59
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,1621031.7,1511068.07,1319325.59,1670345.32
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,1521577.87,1649604.63,1636339.65,1672972.77
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,1468928.37,1899676.88,1802477.43,1627803.705
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,1684519.99,1621031.7,1819870.0,1574014.4825
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,1611096.05,1521577.87,1539387.83,1571530.57
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,1595901.87,1468928.37,1688420.76,1590111.57
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,1555444.55,1684519.99,1675431.16,1611740.615
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,1624477.58,1611096.05,1677472.78,1596730.0125000002
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,1697230.96,1595901.87,1511068.07,1618263.74
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,1630607.0,1555444.55,1649604.63,1626940.0225
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,1527845.81,1624477.58,1899676.88,1620040.3375
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,1540421.49,1697230.96,1621031.7,1599026.315
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,1769854.16,1630607.0,1521577.87,1617182.115
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,1527014.04,1527845.81,1468928.37,1591283.875
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,1497954.76,1540421.49,1684519.99,1583811.1124999998
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,1439123.71,1769854.16,1611096.05,1558486.6675
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,1631135.79,1527014.04,1595901.87,1523807.075
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,1592409.97,1497954.76,1555444.55,1540156.0575
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,1597868.05,1439123.71,1624477.58,1565134.3800000001
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,1494122.38,1631135.79,1697230.96,1578884.0475
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,1582083.4,1592409.97,1630607.0,1566620.95
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,1661767.33,1597868.05,1527845.81,1583960.29
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,1517428.87,1494122.38,1540421.49,1563850.4949999999
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,1506126.06,1582083.4,1769854.16,1566851.415
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,1437059.26,1661767.33,1527014.04,1530595.3800000001
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,1670785.97,1517428.87,1497954.76,1532850.04
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,1573072.81,1506126.06,1439123.71,1546761.0250000001
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,1508068.77,1437059.26,1631135.79,1547246.7025
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,1821990.93,2066187.72,2136989.46,1929456.45
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,1802450.29,1954689.21,2137809.5,1863522.0925
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2042581.71,1874957.94,2124451.54,1885495.2175
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,1880752.36,1821990.93,1865097.27,1886943.8224999998
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,1896937.1,1802450.29,1991013.13,1905680.365
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,1957113.89,2042581.71,1990483.78,1944346.265
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2102539.93,1880752.36,1946070.88,1959335.82
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2025538.76,1896937.1,1750197.81,1995532.42
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2001636.96,1957113.89,2066187.72,2021707.385
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,1939927.09,2102539.93,1954689.21,2017410.685
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2003940.64,2025538.76,1874957.94,1992760.8625
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,1880902.62,2001636.96,1821990.93,1956601.8275000001
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,1845879.79,1939927.09,1802450.29,1917662.5350000001
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,1781717.71,2003940.64,2042581.71,1878110.1900000002
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,1804246.16,1880902.62,1880752.36,1828186.5699999998
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,1991909.98,1845879.79,1896937.1,1855938.41
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,1895601.05,1781717.71,1957113.89,1868368.7249999999
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,1964335.23,1804246.16,2102539.93,1914023.105
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,1863840.49,1991909.98,2025538.76,1928921.6875
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,1904608.09,1895601.05,2001636.96,1907096.215
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,1839128.83,1964335.23,1939927.09,1892978.1600000001
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,1793903.6,1863840.49,2003940.64,1850370.2525
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,1724557.22,1904608.09,1880902.62,1815549.435
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,1827440.43,1839128.83,1845879.79,1796257.52
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,1849921.44,1793903.6,1781717.71,1798955.6724999999
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,1794355.49,1724557.22,1804246.16,1799068.645
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,1737947.64,1827440.43,1991909.98,1802416.2499999998
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,1802755.11,1849921.44,1895601.05,1796244.92
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,1939061.41,1794355.49,1964335.23,1818529.9125
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,1916812.74,1737947.64,1863840.49,1849144.225
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,1956739.17,1802755.11,1904608.09,1903842.1075
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2658725.29,1939061.41,1839128.83,2117834.6525
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2015781.27,1916812.74,1793903.6,2137014.6174999997
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2378726.55,1956739.17,1724557.22,2252493.07
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2609166.75,2658725.29,1827440.43,2415599.965
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,3436007.68,2015781.27,1849921.44,2609920.5625
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,1750434.55,2378726.55,1794355.49,2543583.8825000003
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,1758050.79,2609166.75,1737947.64,2388414.9425
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,1744193.58,3436007.68,1802755.11,2172171.65
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,1751384.9,1750434.55,1939061.41,1751015.955
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,1695371.68,1758050.79,1916812.74,1737250.2374999998
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,1929346.23,1744193.58,1956739.17,1780074.0975
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2168041.61,1751384.9,2658725.29,1886036.105
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2080884.82,1695371.68,2015781.27,1968411.085
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,1833511.08,1929346.23,2378726.55,2002945.935
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,1981607.78,2168041.61,2609166.75,2016011.3225
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,1879107.31,2080884.82,3436007.68,1943777.7475
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,1902557.66,1833511.08,1750434.55,1899195.9575
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,1766162.05,1981607.78,1758050.79,1882358.7000000002
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,1800171.36,1879107.31,1744193.58,1836999.595
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,1847552.61,1902557.66,1751384.9,1829110.9200000002
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,1856467.84,1766162.05,1695371.68,1817588.465
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,1886339.6,1800171.36,1929346.23,1847632.8525000003
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,1745545.28,1847552.61,2168041.61,1833976.3325
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,1837743.6,1856467.84,2080884.82,1831524.08
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,1838513.07,1886339.6,1833511.08,1827035.3875000002
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,1688281.86,1745545.28,1981607.78,1777520.9525000001
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,1797732.56,1837743.6,1879107.31,1790567.7725000002
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,1933756.21,1838513.07,1902557.66,1814570.925
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,1929153.16,1688281.86,1766162.05,1837230.9475
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,1953771.99,1797732.56,1800171.36,1903603.48
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,1790925.8,1933756.21,1847552.61,1901901.79
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,1866243.0,1929153.16,1856467.84,1885023.4875
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,1853161.99,1953771.99,1886339.6,1866025.6949999998
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,1785187.29,1790925.8,1745545.28,1823879.52
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,1743816.41,1866243.0,1837743.6,1812102.1724999999
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,1680693.06,1853161.99,1838513.07,1765714.6875
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,1876704.26,1785187.29,1688281.86,1771600.255
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,1812768.26,1743816.41,1797732.56,1778495.4975
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,1844094.59,1680693.06,1933756.21,1803565.0425
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,1821139.91,1876704.26,1929153.16,1838676.755
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,1809119.7,1812768.26,1953771.99,1821780.615
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,1748000.65,1844094.59,1790925.8,1805588.7125
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,1691439.52,1821139.91,1866243.0,1767424.945
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,1669299.78,1809119.7,1853161.99,1729464.9125
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,1650394.44,1748000.65,1785187.29,1689783.5975
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,1837553.43,1691439.52,1743816.41,1712171.7925
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,1743882.19,1669299.78,1680693.06,1725282.46
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,1834680.25,1650394.44,1876704.26,1766627.5775
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,1769296.25,1837553.43,1812768.26,1796353.03
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,1959707.9,1743882.19,1844094.59,1826891.6475
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,1920725.15,1834680.25,1821139.91,1871102.3875
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,1902762.5,1769296.25,1809119.7,1888122.95
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,2614202.3,1959707.9,1748000.65,2099349.4625
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,1954952.0,1920725.15,1691439.52,2098160.4875
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2290549.32,1902762.5,1669299.78,2190616.53
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2432736.52,2614202.3,1650394.44,2323110.035
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,3224369.8,1954952.0,1837553.43,2475651.91
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,1874226.52,2290549.32,1743882.19,2455470.54
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,1799520.14,2432736.52,1834680.25,2332713.2449999996
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,1744725.48,3224369.8,1769296.25,2160710.485
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,1711769.11,1874226.52,1959707.9,1782560.3125
2,2012-02-03,1935299.94,0,55.21,3.36,219.8118854,7.057,1660906.14,1799520.14,1920725.15,1729230.2175
2,2012-02-10,2103322.68,1,46.98,3.409,219.9049073,7.057,1935299.94,1744725.48,1902762.5,1763175.1675
2,2012-02-17,2196688.46,0,43.82,3.51,220.0651993,7.057,2103322.68,1711769.11,2614202.3,1852824.4675
2,2012-02-24,1861802.7,0,54.63,3.555,220.275944,7.057,2196688.46,1660906.14,1954952.0,1974054.305
2,2012-03-02,1952555.66,0,58.79,3.63,220.4866886,7.057,1861802.7,1935299.94,2290549.32,2024278.445
2,2012-03-09,1937628.26,0,57.11,3.669,220.6974332,7.057,1952555.66,2103322.68,2432736.52,2028592.375
2,2012-03-16,1976082.13,0,63.68,3.734,220.8498468,7.057,1937628.26,2196688.46,3224369.8,1987168.77
2,2012-03-23,1790439.16,0,64.01,3.787,220.9244858,7.057,1976082.13,1861802.7,1874226.52,1932017.1875
